"experimentname","subject","condition","session","phase","runningtrial","trial","statement","set","status","repeated_phase2","repeated_phase3","irating","irating.rt","trating","trating.rt","filter"
"TE_Experiment1",31,7,1,1,"JudgmentsP1",80,"Ebenso wie der Fingerabdruck ist auch der Zungenabdruck eines Menschen einzigartig.","SetC","True","No","Yes",3,837,3,1524,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",81,"Julius Cäsar und Alexander der Große litten beide unter Epilepsie.","SetD","True","Yes","No",3,833,4,1520,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",82,"Die Gruppe Tokio Hotel hieß früher ""Devilish"".","SetD","True","Yes","No",1,933,3,1097,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",83,"Eine wirkungsvolle Art eine Kakerlake zu töten ist ihr den Kopf abzutrennen.","SetD","False","Yes","No",2,1571,3,962,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",84,"Henry Maske wurde Weltmeister im Cruisergewicht. ","SetD","False","Yes","No",4,1716,6,808,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",85,"Die frühesten Vorläufer des Sudoku waren die lateinischen Quadrate des Mathematikers Leonhard Euler.","SetD","True","Yes","No",3,556,3,1142,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",86,"Im arabischen Raum heißt Homer Simpson ""Omar Shamshoon"".","SetC","True","No","Yes",4,647,4,1719,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",87,"Hamburg hat mehr Brücken als die Städte Venedig, Amsterdam und London zusammen.","SetC","True","No","Yes",5,773,3,835,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",88,"Das geflügelte Wort ""Gelobt sei, was hart macht"" geht auf  den Philosophen Friedrich Nietzsche zurück.","SetC","True","No","Yes",4,1033,4,745,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",89,"In Deutschland leiden ca. 1 Millionen Menschen an Alzheimer.","SetC","True","No","Yes",4,735,3,1313,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",90,"Die Band ""Oasis"" hat sich nach einem Fitness-Studio benannt.","SetC","True","No","Yes",2,1696,1,1413,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",91,"Kamele sind über kurze Distanzen schneller als ein Rennpferd.","SetC","False","No","Yes",3,802,4,1389,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",92,"Die längsten Opern stammen von Gioacchino Rossini.","SetC","False","No","Yes",4,1004,5,661,NA
"TE_Experiment1",31,7,1,1,"JudgmentsP1",93,"Der griechische Gott Apollon ist der Schutzherr der Küste.","SetD","True","Yes","No",3,717,4,1142,NA
"TE_Experiment1",31,7,1,NA,"Buffer",94,"Indigoblau ist der älteste bekannte pflanzliche Farbstoff.","Buffer",NA,NA,NA,3,1542,1,1784,NA
"TE_Experiment1",31,7,1,NA,"Buffer",95,"Siemens meldete 2004 in Deutschland die meisten Patente an.","Buffer",NA,NA,NA,5,806,5,819,NA
"TE_Experiment1",31,7,1,NA,"Buffer",96,"Babys werden ohne Gaumenbein geboren.","Buffer",NA,NA,NA,2,996,3,1577,NA
"TE_Experiment1",31,7,1,NA,"Buffer",97,"Menschen und Affen sind die einzigen Lebewesen, die weinen. ","Buffer",NA,NA,NA,4,847,3,1799,NA
"TE_Experiment1",31,7,1,NA,"Buffer",98,"Die weibliche Kammratte hat ihre Brustwarzen am Rücken.","Buffer",NA,NA,NA,2,879,3,490,NA
"TE_Experiment1",31,7,1,2,"JudgmentsP2",702,"Der Philosoph Platon war einer der besten Speerwerfer seiner Zeit.","SetD","False","Yes",NA,NA,NA,4,767,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",703,"Der Segozero in Russland ist der größte See Europas.","SetD","False","Yes",NA,NA,NA,4,2258,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",704,"Die Zielscheibe beim Gewehrschießen ist in 9 Kreise aufgeteilt.","SetD","True","Yes",NA,NA,NA,4,830,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",705,"Das Capybara ist das größte aller Beuteltiere.","SetD","False","Yes",NA,NA,NA,1,951,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",706,"Mongolen geben Salz statt Zucker in ihren Tee.","SetD","True","Yes",NA,NA,NA,4,1303,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",707,"In Angola ist Spanisch die offizielle Amtssprache.","SetD","False","Yes",NA,NA,NA,5,639,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",708,"Gisèle Bündchen hat einen Zwillingsbruder.","SetD","False","Yes",NA,NA,NA,4,586,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",709,"Das indische Tadsch Mahal wurde aus Basalt-Stein erbaut.","SetA","False","No",NA,NA,NA,3,722,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",710,"Die Torstangen im Eishockey sind rot.","SetD","True","Yes",NA,NA,NA,6,565,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",711,"Der Null-Meridian läuft durch den Londoner Stadtteil Kingston.","SetD","False","Yes",NA,NA,NA,4,480,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",712,"Sauberer Schnee schmilzt schneller als schmutziger Schnee.","SetD","False","Yes",NA,NA,NA,2,628,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",713,"Die Bach-Blütentherapie ist deutlich wirksamer als ein Placebo.","SetA","False","No",NA,NA,NA,4,2916,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",714,"Sambia hieß früher Nordrhodesien.","SetD","True","Yes",NA,NA,NA,3,795,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",715,"Ein Systemabsturz eines Mac-Rechners wird durch ein Warndreieck angezeigt.","SetD","False","Yes",NA,NA,NA,4,555,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",716,"Das meiste Gold wird derzeit in Südafrika gefördert.","SetA","True","No",NA,NA,NA,3,1031,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",717,"Spanien schaffte als letztes aller EU-Länder 1996 die Todesstrafe ab.","SetD","False","Yes",NA,NA,NA,4,814,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",718,"Disneyworld ist größer als die zehn kleinsten Länder der Erde.","SetD","False","Yes",NA,NA,NA,4,996,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",719,"Die Gruppe Tokio Hotel hieß früher ""Devilish"".","SetD","True","Yes",NA,NA,NA,1,1374,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",720,"Die frühesten Vorläufer des Sudoku waren die lateinischen Quadrate des Mathematikers Leonhard Euler.","SetD","True","Yes",NA,NA,NA,4,868,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",721,"Nur ca. zwei Prozent der Weltbevölkerung sind von Natur aus blond.","SetA","True","No",NA,NA,NA,1,1020,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",722,"In Ecuador liegt die höchstgelegene Millionenstadt der Welt.","SetD","True","Yes",NA,NA,NA,4,522,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",723,"Von allen Staaten hat Singapur die höchste Einwohnerdichte.","SetD","False","Yes",NA,NA,NA,4,949,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",724,"Die Insel Ösel gehört zu Dänemark.","SetA","False","No",NA,NA,NA,4,436,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",725,"König Karl IV von Frankreich wurde auch ""Karl der Böse"" genannt.","SetD","False","Yes",NA,NA,NA,4,480,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",726,"Ein frei neben der Kirche stehender Glockenturm wird Kemenate genannt.","SetD","False","Yes",NA,NA,NA,3,779,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",727,"Unter den Bären legt der Braunbär die größten Entfernungen zurück.","SetA","False","No",NA,NA,NA,4,593,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",728,"Der Name BenQ steht für Bringing Enjoyment and Quality to Life.","SetA","True","No",NA,NA,NA,6,713,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",729,"Eine der ersten deutschen Internetsuchmaschinen hieß ""Alcazar"".","SetA","False","No",NA,NA,NA,4,482,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",730,"Das Osterfest fällt immer auf den ersten Sonntag nach Neumond nach dem 21. März.","SetD","False","Yes",NA,NA,NA,3,532,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",731,"Ein Dingo kann länger ohne Wasser leben als ein Kamel.","SetA","False","No",NA,NA,NA,4,618,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",732,"Das Schnabeltier gehört nicht zur Gattung der Säugetiere.","SetA","False","No",NA,NA,NA,1,912,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",733,"Ein neugeborenes Panda-Baby ist kleiner als eine Maus.","SetA","True","No",NA,NA,NA,1,1137,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",734,"Virginia war die erste englische Kolonie in Nordamerika.","SetA","True","No",NA,NA,NA,4,462,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",735,"Minerva ist die römische Göttin der Weisheit.","SetA","True","No",NA,NA,NA,4,438,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",736,"Die Erde wird in 340 Längenkreise unterteilt.","SetD","True","Yes",NA,NA,NA,3,449,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",737,"Der Prophet Mohammed arbeitete vor seiner religiösen Berufung als Arzt. ","SetA","False","No",NA,NA,NA,4,927,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",738,"Der Pavane ist ein spanisch-italienischer Volkstanz aus dem 16. Jahrhundert.","SetA","True","No",NA,NA,NA,4,690,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",739,"Die Norfolkinseln im Pazifik gehören zu Neuseeland. ","SetA","False","No",NA,NA,NA,3,584,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",740,"Henry Maske wurde Weltmeister im Cruisergewicht. ","SetD","False","Yes",NA,NA,NA,6,617,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",741,"Der größte Riesenmammutbaum der Welt heißt ""King Arthur"".","SetD","False","Yes",NA,NA,NA,3,558,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",742,"Manama ist die Hauptstadt Bahrains.","SetA","True","No",NA,NA,NA,3,601,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",743,"Freddie Mercurys richtiger Name lautete Farrokh Bulsara.","SetA","True","No",NA,NA,NA,6,700,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",744,"11,9% der Erdoberfläche liegen 1000 Meter über dem Meeresspiegel. ","SetD","False","Yes",NA,NA,NA,4,786,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",745,"März und April sind die heißesten Monate auf den Malediven.","SetA","True","No",NA,NA,NA,3,795,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",746,"1 Meter entspricht dem fünfzigmillionsten Teil des Erdumfangs.","SetA","False","No",NA,NA,NA,2,891,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",747,"Das Gehäuse des ersten Apple Computers bestand aus Aluminium.","SetD","False","Yes",NA,NA,NA,4,496,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",748,"Bei Nahrungsmangel kann ein Spulwurm bis zu 95% seines eigenen Körpers verzehren.","SetA","False","No",NA,NA,NA,3,878,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",749,"Die Stilrichtung des Impressionismus entwickelte sich in Spanien. ","SetA","False","No",NA,NA,NA,4,521,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",750,"Der griechische Gott Apollon ist der Schutzherr der Küste.","SetD","True","Yes",NA,NA,NA,4,700,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",751,"Seepferdchen gehören zur Gattung der Fische.","SetA","True","No",NA,NA,NA,6,682,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",752,"Kanada hat die längste Küste von allen Staaten der Erde.","SetA","True","No",NA,NA,NA,4,629,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",753,"Bolivien ist der kleinste Binnenstaat Südamerikas. ","SetA","False","No",NA,NA,NA,3,557,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",754,"Der spanische Ex-Diktator Francisco Franco hatte den Beinamen ""Conducator"".","SetA","False","No",NA,NA,NA,3,728,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",755,"Ibo ist wie Esperanto eine künstliche Welthilfssprache.","SetA","False","No",NA,NA,NA,3,830,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",756,"Der heißeste Ort im jährlichen Mittel ist Duri in Somalia mit 34,4° Celsius.","SetD","False","Yes",NA,NA,NA,4,526,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",757,"Morpheus ist der griechische Gott der Träume.","SetA","True","No",NA,NA,NA,4,690,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",758,"Die Wüste Gobi ist eine Felswüste.","SetD","False","Yes",NA,NA,NA,5,527,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",759,"Die Maßeinheit für die Größe von Knöpfen heißt ""Linie"".","SetD","True","Yes",NA,NA,NA,3,538,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",760,"Der Durchmesser des Wurfkreises beim Diskuswerfens beträgt 2,5 m.","SetA","True","No",NA,NA,NA,4,672,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",761,"Bei einer HIV-Infizierung sind die weißen Blutkörperchen von dem Virus befallen.","SetD","True","Yes",NA,NA,NA,3,824,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",762,"Die alten Perser kelterten den ersten Wein.","SetD","True","Yes",NA,NA,NA,4,465,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",763,"Ultraschall sind Wellen und Schwingungen unterhalb von 16 Hertz.","SetA","False","No",NA,NA,NA,4,994,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",764,"Laut WHO sind Krebserkrankungen die häufigste Todesursache.  ","SetA","False","No",NA,NA,NA,4,1154,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",765,"Bob Dylan arbeitet nebenberuflich als Winzer.","SetA","True","No",NA,NA,NA,4,801,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",766,"Die Luftpumpe ist eine französische Erfindung.","SetD","False","Yes",NA,NA,NA,6,604,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",767,"Sheryl Crow war Hürdenläuferin.","SetA","True","No",NA,NA,NA,1,719,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",768,"Weibliche Frettchen können an Östrogenvergiftung sterben, wenn sie läufig sind und nicht gedeckt werden.","SetA","True","No",NA,NA,NA,3,2378,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",769,"Die Azoren gehören zu Spanien.","SetA","False","No",NA,NA,NA,3,1815,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",770,"Bei Männern heißt übermäßiger Geschlechtstrieb nicht Nymphomanie sondern Satyriasis.","SetD","True","Yes",NA,NA,NA,3,1779,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",771,"Der Mond passt vierzigmal in die Erdkugel.","SetA","False","No",NA,NA,NA,3,888,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",772,"Frauen blinzeln fast doppelt so viel wie Männer.","SetA","True","No",NA,NA,NA,4,531,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",773,"Otto Rehhagel wurde 2004 als ""Grieche des Jahres"" ausgezeichnet.","SetD","True","Yes",NA,NA,NA,6,553,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",774,"Der erste Bordcomputer für Autos wurde in Amerika entwickelt. ","SetA","False","No",NA,NA,NA,5,1185,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",775,"Der Kilt stammt ursprünglich aus Irland, nicht aus Schottland.","SetA","False","No",NA,NA,NA,1,753,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",776,"Tom Cruise ist Legastheniker.","SetD","True","Yes",NA,NA,NA,4,570,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",777,"Die Schwarzerle zählt zu den Buchengewächsen.","SetA","False","No",NA,NA,NA,3,728,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",778,"Das Domino-Spiel besteht aus 28 Steinen.","SetA","True","No",NA,NA,NA,4,523,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",779,"Der Friedensvertrag, der den Deutsch-Französischen Krieg beendete, wurde in Frankfurt am Main geschlossen.","SetD","True","Yes",NA,NA,NA,4,550,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",780,"In Bolivien liegt der höchstgelegene Regierungssitz der Welt.","SetA","True","No",NA,NA,NA,3,846,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",781,"Julius Cäsar und Alexander der Große litten beide unter Epilepsie.","SetD","True","Yes",NA,NA,NA,4,665,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",782,"Der Biss der großen Blauringkrake führt innerhalb weniger Minuten zum Tod.","SetD","True","Yes",NA,NA,NA,4,689,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",783,"Eine wirkungsvolle Art eine Kakerlake zu töten ist ihr den Kopf abzutrennen.","SetD","False","Yes",NA,NA,NA,4,1575,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",784,"Tony Blair und Rowan Atkinson gingen auf die gleiche Schule.","SetD","True","Yes",NA,NA,NA,4,556,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",785,"Das erste Taschenbuch der Geschichte war Goethes ""Faust"".","SetD","True","Yes",NA,NA,NA,3,480,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",786,"Nauru ist die kleinste souveräne Republik der Erde.","SetD","True","Yes",NA,NA,NA,3,834,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",787,"Das Jojo war ursprünglich eine philippinische Jagdwaffe.","SetA","True","No",NA,NA,NA,6,650,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",788,"Die Nachtwache ist das berühmteste Bild von Rembrandt.","SetD","True","Yes",NA,NA,NA,3,664,"selected"
"TE_Experiment1",31,7,1,2,"JudgmentsP2",789,"Der Bereich zwischen den Augenbrauen heißt Glabella.","SetA","True","No",NA,NA,NA,3,1201,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",1,"Ein Menschenfloh kann 20cm hoch springen.","SetB","True",NA,"No",NA,NA,4,2031,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",2,"Kleinohrigel haben keine Stacheln.","SetC","False",NA,"Yes",NA,NA,3,1310,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",3,"Die Schweden führten als erste Kartons anstelle von Milchflaschen ein.","SetB","True",NA,"No",NA,NA,4,2286,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",4,"Der erste Geldautomat wurde bereits 1939 von der City Bank of New York betrieben.","SetC","True",NA,"Yes",NA,NA,5,976,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",5,"Im arabischen Raum heißt Homer Simpson ""Omar Shamshoon"".","SetC","True",NA,"Yes",NA,NA,4,4405,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",6,"Die Farbe von Hühnereiern kann man anhand der Farbe der Ohrenscheiben des Huhns voraussagen.","SetB","True",NA,"No",NA,NA,1,1909,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",7,"Ein Schwan trägt ca. 50.000 Federn am Körper.","SetB","False",NA,"No",NA,NA,3,877,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",8,"Ein menschliches Haar wächst jährlich ca. 85 mm.","SetB","True",NA,"No",NA,NA,2,2200,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",9,"Der richtige Name des Krümelmonsters aus der Sesamstraße lautet ""Sam"".","SetC","False",NA,"Yes",NA,NA,4,937,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",10,"Schären sind Talgletscher in Skandinavien.","SetB","False",NA,"No",NA,NA,3,1127,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",11,"Auf jedem Kontinent gibt es eine Stadt die Rom heißt.","SetB","True",NA,"No",NA,NA,4,737,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",12,"Der See Genezareth ist das tiefst gelegenste stehende Gewässer der Erde.","SetC","False",NA,"Yes",NA,NA,4,1975,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",13,"Ein Mensch, der unter Androphobie leidet, hat Angst vor anderen Menschen.","SetC","False",NA,"Yes",NA,NA,6,2524,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",14,"Den Haag ist der offizielle Verwaltungssitz der Niederlande. ","SetB","True",NA,"No",NA,NA,4,773,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",15,"Der Javagraben ist die tiefste Meerestiefe der Welt.","SetB","False",NA,"No",NA,NA,2,722,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",16,"Die Slavonia war das erste Schiff, das das SOS-Notsignal benutzte.","SetC","True",NA,"Yes",NA,NA,3,1366,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",17,"Der Allradantrieb wurde 1938 in England erfunden.","SetB","False",NA,"No",NA,NA,1,768,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",18,"Wenn sämtliches Eis der Erde schmilzt, steigt der Meeresspiegel um 150 Meter.","SetC","False",NA,"Yes",NA,NA,3,950,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",19,"Tiger haben nicht nur gestreiftes Fell, sondern auch gestreifte Haut.","SetB","True",NA,"No",NA,NA,4,1150,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",20,"Das Zwerghörnchen ist das kleinste Säugetier Europas.","SetB","False",NA,"No",NA,NA,4,998,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",21,"Das älteste noch existierende Parlament der Welt ist das ""Sejm"" in Polen.","SetC","False",NA,"Yes",NA,NA,3,1008,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",22,"Der preußische König August I. der Starke wurde auch der Soldatenkönig genannt.","SetC","False",NA,"Yes",NA,NA,4,718,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",23,"Jürgen Klinsmann erhielt bei Bayern München den Spitznamen ""Flipper"".","SetB","True",NA,"No",NA,NA,2,777,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",24,"Die in Südamerika beheimatete Kammspinne zählt zu den drei giftigsten Spinnenarten der Welt.","SetB","True",NA,"No",NA,NA,4,623,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",25,"Alle Uhren im Film ""Pulp Fiction"" stehen auf 4.10 Uhr.","SetC","False",NA,"Yes",NA,NA,6,639,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",26,"Tennis wurde in englischen Klöstern erfunden. ","SetB","False",NA,"No",NA,NA,3,843,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",27,"Balsaholz ist die schwerste aller Holzarten.","SetB","False",NA,"No",NA,NA,1,742,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",28,"Jimmy Carter war der einzige geschiedene US-Präsident.","SetC","False",NA,"Yes",NA,NA,3,594,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",29,"Die Hälfte der Bürger Albaniens ist jünger als 30 Jahre.","SetB","False",NA,"No",NA,NA,3,715,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",30,"Ein Polospiel ist in Zeitabschnitte von 7,5 Minuten unterteilt, die man ""Chukkas"" nennt.","SetC","True",NA,"Yes",NA,NA,3,902,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",31,"Der Film ""Ein unmoralisches Angebot"" bekam die goldene Himbeere verliehen.","SetC","True",NA,"Yes",NA,NA,2,839,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",32,"Moritz Bleibtreu und Heike Makatsch wurden am gleichen Tag geboren.","SetC","True",NA,"Yes",NA,NA,4,602,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",33,"Der weiße Hai hat keine natürlichen Feinde.","SetC","True",NA,"Yes",NA,NA,4,965,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",34,"Der Wassergehalt bei Beeren beträgt 90%.","SetC","True",NA,"Yes",NA,NA,5,599,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",35,"Eine Stubenfliege hat eine maximale Lebensdauer von 70 Tagen.","SetB","True",NA,"No",NA,NA,5,730,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",36,"Kendo ist eine aus Japan stammende waffenlose Kampfsportart.","SetB","False",NA,"No",NA,NA,5,768,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",37,"Pamela Anderson ist kanadische Staatsbürgerin.","SetC","True",NA,"Yes",NA,NA,1,1787,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",38,"Mitgliedern der Nazi-SS wurde ihre Blutgruppe in die Achselhöhle tätowiert.","SetB","True",NA,"No",NA,NA,3,771,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",39,"Die Tanne ist der Nadelbaum mit den längsten Nadeln.","SetB","False",NA,"No",NA,NA,2,1704,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",40,"Albert Einstein heiratete seine Cousine.","SetB","True",NA,"No",NA,NA,2,712,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",41,"Kaiser Konstantin IV wurde auf Befehl seiner eigenen Mutter ermordet.","SetB","True",NA,"No",NA,NA,3,968,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",42,"John Wayne hieß in Wirklichkeit Jonathan Walter Miller.","SetC","False",NA,"Yes",NA,NA,5,562,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",43,"Dreifarbige Katzen sind fast immer weiblich.","SetB","True",NA,"No",NA,NA,1,670,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",44,"Sumatra ist die viertgrößte Insel der Welt. ","SetB","False",NA,"No",NA,NA,3,750,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",45,"Es gibt drei amerikanische Städte, die ""Santa Claus"" heißen.","SetB","True",NA,"No",NA,NA,4,503,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",46,"Die Aktivität einer radioaktiven Substanz wird in Sievert gemessen.","SetC","False",NA,"Yes",NA,NA,1,927,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",47,"Markus Merk wurde Weltschiedsrichter des Jahres 2006.","SetB","False",NA,"No",NA,NA,4,585,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",48,"Der einstige UNO-Generalsekretär Kofi Annan kommt aus Nigeria.","SetC","False",NA,"Yes",NA,NA,5,586,"selected"
"TE_Experiment1",31,7,2,3,"JudgmentsP3",49,"Volleyball wurde in Florida erfunden.","SetB","False",NA,"No",NA,NA,4,850,"selected"
